state,city,year,CVAPCity,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,medianM,meanM,S,ESType,enep,enepWoman,enepColor,enlp,enlpWoman,enlpColor,Women_run,Women_win,MS,State,d,Women_run_e,Women_run_d,Women_win_e,Women_win_d
CA,Buena Park,2018,NA,53,5,38,26,NA,NA,NA,1,1,5,SSD,2.4662163115975417,1.9851731520257905,1.9851731520257905,1.7999999999999998,1.7999999999999998,1,3,2,5,CA,5,2,0,2,0
CA,Burbank,2015,NA,74,2,26,12,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Burbank,2017,NA,74,2,26,12,NA,NA,NA,4,4,5,ALP,1,NA,NA,1,NA,NA,0,0,20,CA,city,0,0,0,0
CA,Calabasas,2018,NA,82,3,7,10,NA,NA,NA,3,3,5,ALP,1,1,NA,1,1,NA,1,1,15,CA,city,1,1,1,1
CA,Carson ,2016,NA,32,22,28,26,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Carson ,2018,NA,32,22,28,26,NA,NA,NA,2,2,5,ALP,1.083707031267991,1,1,1,1,1,4,1,10,CA,city,1,1,1,1
CA,Cerritos,2015,NA,21,7,11,62,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Cerritos,2017,NA,21,7,11,62,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Chico,2016,NA,82,2,15,5,NA,NA,NA,4,4,7,ALP,2.1507187217439756,2.1507187217439756,1,1.6,1,1,5,1,28,CA,city,1,1,1,1
CA,Chico,2018,NA,82,2,15,5,NA,NA,NA,3,3,7,ALP,2.2537670306510345,1.9995963599805175,NA,1.7999999999999998,1.7999999999999998,NA,2,2,21,CA,city,2,2,2,2
CA,Claremont ,2017,NA,72,5,21,11,NA,NA,NA,2,2,5,ALP,1.4744269502816345,1,NA,1,NA,NA,1,0,10,CA,city,0,0,0,0
CA,Claremont ,2018,NA,72,5,21,11,NA,NA,NA,3,3,5,ALP,1.416660650419629,1,1,1,1,1,1,1,15,CA,city,1,1,1,1
CA,Clayton,2016,NA,85,2,8,8,NA,NA,NA,3,3,5,ALP,1.859369487570704,1.859369487570704,NA,1.7999999999999998,1.7999999999999998,1.7999999999999998,2,2,15,CA,city,2,2,2,2
CA,Clayton,2018,NA,85,2,8,8,NA,NA,NA,2,2,5,ALP,1.6615163826493604,NA,NA,2,NA,1,0,0,10,CA,city,0,0,0,0
CA,Clovis ,2017,NA,69,3,24,10,NA,NA,NA,2,2,5,ALP,1,1,NA,1,1,1,1,1,10,CA,city,1,1,1,1
CA,Clovis,2017,NA,69,3,24,10,NA,NA,NA,1,1,5,SSD,1.8381382106601576,NA,NA,1,NA,NA,0,0,5,CA,1,0,0,0,0
CA,Coalinga,2016,NA,67,7,52,2,NA,NA,NA,2,2,5,ALP,1.9779388794932835,1.9779388794932835,1,1,1,NA,2,1,10,CA,city,1,1,1,1
CA,coalinga,2018,NA,67,7,52,2,NA,NA,NA,1,1,5,SSD,1.9863456190535769,NA,NA,1,NA,1,0,0,5,CA,3,0,0,0,0
CA,Coalinga,2018,NA,67,7,52,2,NA,NA,NA,1,1,5,SSD,2.716581661938108,1,NA,2,NA,NA,1,0,5,CA,1,0,0,0,0
CA,Coalinga,2018,NA,67,7,52,2,NA,NA,NA,1,1,5,SSD,2.716581661938108,1,NA,2,NA,NA,1,0,5,CA,5,0,0,0,0
CA,Commerce,2015,NA,60,2,95,2,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Commerce,2017,NA,60,2,95,2,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Compton,2015,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,1,0,0,0,0
CA,Compton,2015,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,4,0,0,0,0
CA,Compton,2017,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,2,0,0,0,0
CA,Compton,2017,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,3,0,0,0,0
CA,Compton,2019,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,1,0,0,0,0
CA,Compton,2019,NA,38,31,66,0.5,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,4,0,0,0,0
CA,Concord,2016,NA,69,3,28,12,NA,NA,NA,2,2,5,ALP,1.2333040910382027,1.2333040910382027,1.2333040910382027,1,1,NA,3,1,10,CA,city,1,1,1,1
CA,Concord,2018,NA,69,3,28,12,NA,NA,NA,1,1,5,SSD,1.2903638041146952,1,NA,1,1,NA,2,1,5,CA,1,1,1,1,1
CA,Concord,2018,NA,69,3,28,12,NA,NA,NA,1,1,5,SSD,1.2903638041146952,1,NA,1,1,NA,2,1,5,CA,3,1,0,1,0
CA,Concord,2018,NA,69,3,28,12,NA,NA,NA,1,1,5,SSD,1.2903638041146952,1,NA,1,1,NA,2,1,5,CA,5,1,0,1,0
CA,Costa Mesa,2016,NA,71,1,35,9,NA,NA,NA,3,3,5,ALP,1.8110709297634968,1,NA,1.7999999999999998,1,NA,1,1,15,CA,city,1,1,1,1
CA,Costa Mesa,2018,NA,71,1,35,9,NA,NA,NA,1,1,6,SSD,2.0333610682871752,1.9383653652625967,1,1,1,1,4,2,6,CA,1,2,0,2,0
CA,Costa Mesa,2018,NA,71,1,35,9,NA,NA,NA,1,1,6,SSD,2.0333610682871752,1.9383653652625967,1,1,1,1,4,2,6,CA,3,2,1,2,1
CA,Costa Mesa,2018,NA,71,1,35,9,NA,NA,NA,1,1,6,SSD,2.0333610682871752,1.9383653652625967,1,1,1,1,4,2,6,CA,5,2,1,2,1
CA,Covina ,2017,NA,53,5,52,10,NA,NA,NA,3,3,5,ALP,2.262341895137333,NA,1,1.7999999999999998,NA,1,0,0,15,CA,city,0,0,0,0
CA,Cudahy ,2015,NA,62,1,97,1,NA,NA,NA,3,3,5,ALP,1,NA,NA,1,NA,NA,0,0,15,CA,city,0,0,0,0
CA,Cudahy ,2017,NA,62,1,97,1,NA,NA,NA,2,2,5,ALP,2.4618150454300944,1.6772433206221655,1.6772433206221655,2,NA,2,2,0,10,CA,city,0,0,0,0
CA,Cudahy ,2018,NA,62,1,97,1,NA,NA,NA,3,3,5,ALP,2.2133643097938585,1.7355276920399427,1.7355276920399427,3,2,2,5,2,15,CA,city,2,2,2,2
CA,Cypress,2016,NA,59,2,18,31,NA,NA,NA,2,2,5,ALP,1.4493597206246716,1,NA,1,1,NA,2,1,10,CA,city,1,1,1,1
CA,Cypress,2018,NA,59,2,18,31,NA,NA,NA,3,3,5,ALP,1.62274883859206,1.62274883859206,NA,1,1,1,3,1,15,CA,city,1,1,1,1
CA,Dana Point,2016,NA,89,0.5,15,3,NA,NA,NA,2,2,5,ALP,1.808858000199699,1.808858000199699,NA,1,1,NA,4,1,10,CA,city,1,1,1,1
CA,Dana Point,2018,NA,89,0.5,15,3,NA,NA,NA,1,1,5,SSD,1.7942681870458876,NA,NA,1,NA,NA,0,0,5,CA,1,0,0,0,0
CA,Dana Point,2018,NA,89,0.5,15,3,NA,NA,NA,1,1,5,SSD,1.7942681870458876,NA,NA,1,NA,NA,0,0,5,CA,2,0,0,0,0
CA,Dana Point,2018,NA,89,0.5,15,3,NA,NA,NA,1,1,5,SSD,1.7942681870458876,NA,NA,1,NA,NA,0,0,5,CA,3,0,0,0,0
CA,Danville,2018,NA,82,1,6,12,NA,NA,NA,2,2,5,ALP,1.2898308796862388,1,NA,1,1,NA,1,1,10,CA,city,1,1,1,1
CA,Diamond Bar,2015,NA,35,4,19,53,NA,NA,NA,2,2,5,ALP,1,NA,NA,1,NA,NA,0,0,10,CA,city,0,0,0,0
CA,Diamond Bar,2018,NA,35,4,19,53,NA,NA,NA,3,3,5,ALP,1.9213293171747017,1,1,1.7999999999999998,1,1,1,1,15,CA,city,1,1,1,1
CA,Downey ,2016,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,1,0,0,0,0
CA,Downey ,2016,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,3,0,0,0,0
CA,Downey ,2016,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,1,NA,NA,1,NA,NA,0,0,5,CA,5,0,0,0,0
CA,Downey ,2018,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,2.617921005707623,1.9355254507364683,1,1.7999999999999998,1,1,3,1,5,CA,1,1,0,1,0
CA,Downey ,2018,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,2.617921005707623,1.9355254507364683,1,1.7999999999999998,1,1,3,1,5,CA,4,1,1,1,1
CA,Downey ,2018,NA,56,4,71,7,NA,NA,NA,1,1,5,SSD,2.617921005707623,1.9355254507364683,1,1.7999999999999998,1,1,3,1,5,CA,6,1,0,1,0
CA,Duarte,2018,NA,51,8,46,16,NA,NA,NA,1,1,7,SSD,1.97595709624269,1.97595709624269,1.97595709624269,2,2,2,5,3,7,CA,1,3,1,3,1
