d,State,city,year,CVAPCity,CVAPd,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,S,M,ESType,candidate,party,win,race,gender,votes,MS,Women_run_d,Women_run_e,Women_win_e,Women_win_d
7,CA,Sacramento,2018,332670,NA,32.5,13,28.7,20.3,NA,NA,0.3,8,1,SSD,RICK JENNINGS II,2,1,2,0,9690,8,0,1,1,0
2,CA,Sacramento,2016,323968,NA,33.6,13.2,28.1,19.6,NA,NA,0.3,8,1,SSD,ALLEN WARREN,2,1,2,0,3967,8,0,0,0,0
4,CA,Sacramento,2016,323968,NA,33.6,13.2,28.1,19.6,NA,NA,0.3,8,1,SSD,STEVE HANSEN,2,1,1,0,12879,8,0,0,0,0
6,CA,Sacramento,2016,323968,NA,33.6,13.2,28.1,19.6,NA,NA,0.3,8,1,SSD,ERIC GUERRA,2,1,3,0,9366,8,0,0,0,0
8,CA,Sacramento,2016,323968,NA,33.6,13.2,28.1,19.6,NA,NA,0.3,8,1,SSD,LARRY CARR,2,1,2,0,4566,8,0,0,0,0
1,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,ANGELIQUE ASHBY,2,1,1,1,5140,8,1,1,1,1
3,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,JEFF HARRIS,2,1,1,0,2382,8,0,1,1,0
3,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,CYRIL SHAH,2,1,5,0,2152,8,0,1,1,0
5,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,JAY SCHENIRER,2,1,1,0,5454,8,0,1,1,0
7,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,RICK JENNINGS,2,1,2,0,5165,8,0,1,1,0
3,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,MR,JEFF S. HARRIS,2,1,1,0,7338,8,0,1,1,0
8,CA,Sacramento,2014,315304,NA,34,13,27.6,19.799999999999997,NA,NA,0.4,8,1,SSD,LARRY CARR,2,1,2,0,3412,8,0,1,1,0
2,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,ROB KERTH,2,1,1,0,2133,8,0,1,1,0
2,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,ALLEN WARREN,2,1,2,0,2004,8,0,1,1,0
4,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,STEVE HANSEN,2,1,1,0,3454,8,0,1,1,0
4,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,JOSEPH YEE,2,1,4,0,3379,8,0,1,1,0
6,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,KEVIN MCCARTY,2,1,1,0,6743,8,0,1,1,0
8,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,SSD,BONNIE PANNELL,2,1,2,1,2888,8,1,1,1,1
2,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,MR,ALLEN WARREN,2,1,2,0,6115,8,0,1,1,0
4,CA,Sacramento,2012,306218,NA,34.8,13.4,26.3,20.1,NA,NA,0.5,8,1,MR,STEVE HANSEN,2,1,1,0,11345,8,0,1,1,0
1,CA,Sacramento,2010,295787,NA,36.1,13.7,25.4,19.799999999999997,NA,NA,0.6,8,1,SSD,ANGELIQUE ASHBY,2,1,1,1,6753,8,1,1,1,1
3,CA,Sacramento,2010,295787,NA,36.1,13.7,25.4,19.799999999999997,NA,NA,0.6,8,1,SSD,STEVE COHN,2,1,1,0,6648,8,0,1,1,0
5,CA,Sacramento,2010,295787,NA,36.1,13.7,25.4,19.799999999999997,NA,NA,0.6,8,1,SSD,JAY SCHENIRER,2,1,1,0,3294,8,0,1,1,0
7,CA,Sacramento,2010,295787,NA,36.1,13.7,25.4,19.799999999999997,NA,NA,0.6,8,1,SSD,RYAN CHIN,2,1,4,0,4069,8,0,1,1,0
